dstPort,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,Label
53579,0x0018,0x0010,0.00000005,0.041006339,4111,3202,1.5789422038028,1.76858864247806,0,1706,0,1706,0.0892611121111111,0.0050673665,0.0578317659858503,0.000161067247218926,0.233706846493096,0.0126912271754518,441898.611111111,373722.044444444,674.383759046439,660.744716829802,TCP,3340,3196,9,10,19,3844,3736,5.70001864433289,5.65422606468201,427.111111111111,698.33586628703,487672.982142857,373.6,611.328098850727,373722.044444444,0,0,3,0,0,0,0,0,0,
26965,0x0002,0x0014,0,0.00018235,1024,0,0,5482.75032679739,0,60,0,54,0,0,0,0,0,0,0,0,0,296068.517647059,TCP,0,0,1,1,2,60,54,0,0.000182390213012695,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,90,0,129,0,0,0,0,0,0,0,0,0,0,UDP,48,87,1,1,2,90,129,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,0x0010,0x0018,0.041721945,0.00000039,501,276,43.8801282621318,259.307820710974,0,105,0,105,0,0.0019283655,0,7.4341790572005E-06,0,0.00272656910002305,0,760.5,3751.75096641227,22170.8186707882,TCP,39,39,2,2,4,171,171,0.0455787181854248,0.00771284103393555,85.5,0,0,85.5,27.5771644662754,760.5,0,0,1,0,0,0,0,0,0,
443,0x0010,0x0018,0.04340917,0.00015014,501,269,41.3874139674865,206.626139218681,0,112,0,112,0,0.002457322,0,1.0646177562248E-05,0,0.00326284807526308,0,1058,3683.4798431063,18389.7263904626,TCP,46,46,2,2,4,178,178,0.0483238697052002,0.00967931747436523,89,0,0,89,32.5269119345812,1058,0,0,1,0,0,0,0,0,0,
3389,0x0002,0x0014,0,0.000096159,1024,0,0,10407.7022332506,0,60,0,54,0,0,0,0,0,0,0,0,0,562015.920595534,TCP,0,0,1,1,2,60,54,0,9.60826873779297E-05,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
443,0x0010,0x0018,0.001092076,0.001042233,40960,64128,1.18908193453634,1.2300674018695,0,571,0,2974,0.2098477925,0.0007523706,0.0811034229110816,9.719441949243E-07,0.272662436604601,0.000985872301530122,44548.1666666667,1496048,173.804142764729,1186.27700236294,TCP,517,4540,6,5,11,877,4822,5.04590964317322,4.06481790542603,146.166666666667,228.526147300478,52224.2,964.4,1220.91310092078,1490628.8,0.000163078308105469,1,4,0,0,0,0,0,0,
dstPort,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,
443,0x0011,0x0010,0.000000511,0.000131826,43,501,4194304,7557.3045045045,0,60,0,54,0,0,0,0,0,0,0,0,251658240,408094.443243243,TCP,0,0,2,1,3,120,54,4.76837158203125E-07,0.000132322311401367,60,0,0,54,0,0,0,0,1,0,0,0,0,0,0,
25,0x0002,0x0014,0,0.000101529,29200,0,0,9845.78403755869,0,74,0,54,0,0,0,0,0,0,0,0,0,531672.338028169,TCP,0,0,1,1,2,74,54,0,0.000101566314697266,74,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
44449,0x0010,0x0018,0.000027582,0.00000004,3202,4110,1.32187623958773,1.28140109538932,0,121,0,113,0.112733070875,0.00630121147058824,0.176193067905037,7.32334908812496E-05,0.415358133410613,0.00855765685694686,1171.04347826087,767.867647058824,115.664170963926,124.823541997924,TCP,804,708,24,17,41,2100,1656,18.1560113430023,13.2667281627655,87.5,34.2205125365017,1171.04347826087,97.4117647058823,24.8924155706347,619.632352941177,0,0,12,0,0,0,0,0,0,
25,0x0002,0x0014,0,0.000087283,29200,0,0,11459.8469945355,0,74,0,54,0,0,0,0,0,0,0,0,0,618831.737704918,TCP,0,0,1,1,2,74,54,0,8.72611999511719E-05,74,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
443,0x0010,0x0018,0.000019275,0.000185005,501,84,0.194158710244029,0.192695225591324,0,287,0,233,1.267898071625,0.026275427,12.0020112574439,0.00159874763975717,3.35438303624581,0.0399843424324719,10975.0714285714,5913.86666666667,31.4051713819717,26.5277093897389,TCP,766,430,8,6,14,1294,826,41.2034051418304,31.1372530460358,161.75,99.0764495586255,9816.14285714286,137.666666666667,76.901668815876,5913.86666666667,0,0,4,0,0,0,0,0,0,
68,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,UDP,5100,0,16,0,16,5772,0,0,0,360.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0x0002,0x0014,0,0.000113261,29200,0,0,8830.11368421053,0,74,0,54,0,0,0,0,0,0,0,0,0,476826.138947368,TCP,0,0,1,1,2,74,54,0,0.000113248825073242,74,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
443,0x0011,0x0010,0.000152474,0.000019988,30336,65152,5.9643026665639,7.14016937691982,0,182,0,491,0.055806224,0.0000836682,0.00514973321979596,2.0833833152E-09,0.0680790709235692,4.56440939793967E-05,2691.2,36125,541.558682124002,1089.58984691797,TCP,116,425,5,5,10,454,763,0.838320970535278,0.700263500213623,90.8,58,3364,152.6,189.203065514278,35797.8,0.000115871429443359,1,2,0,0,0,0,0,0,
25,0x0002,0x0014,0,0.000113171,29200,0,0,8848.74261603376,0,74,0,54,0,0,0,0,0,0,0,0,0,477832.101265823,TCP,0,0,1,1,2,74,54,0,0.000113010406494141,74,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
dstPort,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,
443,0x0010,0x0018,0.000019275,0.000185005,501,84,0.194158710244029,0.192695225591324,0,287,0,233,1.267898071625,0.026275427,12.0020112574439,0.00159874763975717,3.35438303624581,0.0399843424324719,10975.0714285714,5913.86666666667,31.4051713819717,26.5277093897389,TCP,766,430,8,6,14,1294,826,41.2034051418304,31.1372530460358,161.75,99.0764495586255,9816.14285714286,137.666666666667,76.901668815876,5913.86666666667,0,0,4,0,0,0,0,0,0,
68,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,UDP,6060,0,19,0,19,6858,0,0,0,360.947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44449,0x0010,0x0018,0.000027582,0.00000004,3202,4110,89.3655273068175,45.5950516539781,0,121,0,113,0.0001944525,0.00709989833333333,7.52856622637143E-08,0.000151214785129144,0.000256661166678463,0.0122969421048139,1496.33333333333,1160.33333333333,7819.48363934653,4346.72825767925,TCP,134,118,4,3,7,350,286,0.04475998878479,0.0657966136932373,87.5,38.6824680357049,1496.33333333333,95.3333333333333,30.5995642670502,936.333333333333,0,0,2,0,0,0,0,0,0,
25,0x0002,0x0014,0,0.000113261,29200,0,0,8830.11368421053,0,74,0,54,0,0,0,0,0,0,0,0,0,476826.138947368,TCP,0,0,1,1,2,74,54,0,0.000113248825073242,74,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
443,0x0011,0x0010,0.000152474,0.000019988,30336,65152,5.9643026665639,7.14016937691982,0,182,0,491,0.055806224,0.0000836682,0.00514973321979596,2.0833833152E-09,0.0680790709235692,4.56440939793967E-05,2691.2,36125,541.558682124002,1089.58984691797,TCP,116,425,5,5,10,454,763,0.838320970535278,0.700263500213623,90.8,58,3364,152.6,189.203065514278,35797.8,0.000115871429443359,1,2,0,0,0,0,0,0,
25,0x0002,0x0014,0,0.000113171,29200,0,0,8848.74261603376,0,74,0,54,0,0,0,0,0,0,0,0,0,477832.101265823,TCP,0,0,1,1,2,74,54,0,0.000113010406494141,74,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
445,0x0002,0x0014,0,0.00012307,8192,0,0,8112.77369439072,0,66,0,54,0,0,0,0,0,0,0,0,0,438089.779497099,TCP,0,0,1,1,2,66,54,0,0.000123262405395508,66,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
dstPort,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,
443,0x0010,0x0018,0.000013665,0.000160419,501,84,0.172021196598483,0.162681739062603,0,287,0,281,1.43349625971429,0.0316621104,13.276165013001,0.00178435582925345,3.51110630885372,0.0422416362047383,11057.9523809524,9859.5,30.1774327747053,24.7276243375156,TCP,766,430,7,5,12,1228,760,40.6926596164703,30.7348570823669,175.428571428571,101.808480327852,10364.9666666667,152,99.2950149806122,9859.5,0,0,3,0,0,0,0,0,0,
44449,0x0018,0x0018,0.000020168,0.029792678,3202,4111,0.0843497323692726,0.0782979528765991,0,2946,0,127,0.0155026030331492,0.0605505217916667,0.0217286294843029,0.624676415024315,0.147202600676579,0.790364735438212,1759791.90171885,540.493428228621,152.188354142726,5.59137099943255,TCP,316796,2473,181,192,373,326570,13711,2145.82779240608,2452.17139077187,1804.25414364641,1324.27582612389,1753706.46365611,71.4114583333333,20.7327162347209,429.845522469459,0,0,34,0,0,0,0,0,0,
443,0,0,0,0,0,0,0,0,0,1399,0,1399,0,0,0,0,0,0,0,0,0,0,UDP,4097,2610,5,7,12,4307,2904,0,0,861.4,0,0,0,477.367583235194,227879.80952381,0,0,0,0,0,0,0,0,0,
68,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,UDP,3840,0,12,0,12,4344,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,0x0010,0x0018,0.006208485,0.000177842,79616,64384,5.78043626890073,7.84980277100038,0,583,0,2866,0.026179267,0.000321774444444444,0.00178162083167034,6.68388796657778E-08,0.0412387932242738,0.000258532163696856,30682.9636363636,887455.25,866.539946128846,4792.74069184968,TCP,915,4893,11,9,20,1649,5495,1.90297055244446,1.14652562141418,149.909090909091,182.336227886835,33246.5,610.555555555556,941.474921481065,886375.027777778,0.000224590301513672,1,7,0,0,0,0,0,0,
443,0x0010,0x0018,0.00000005,0.000067505,534528,64384,1.88355638958124,2.40141990211839,0,583,0,2866,0.0038995891097561,0.000261136905263158,0.000273243344794539,2.55909494593241E-06,0.0165048564312601,0.00159971714560181,2714.74861589107,525405.163045913,135.914672648197,6309.41481651316,TCP,1002,243322,164,95,259,11834,249600,87.0693337917328,39.5599286556244,72.1585365853659,52.2615966372252,2731.27448307203,2627.36842105263,724.548047723715,524969.873460246,0.00020599365234375,1,160,0,0,0,0,0,0,
443,0x0010,0x0018,0.004350942,0.000015087,415744,64384,2.26044216657433,2.75669452317859,0,583,0,2866,0.00784393026388889,9.78653802816901E-05,0.000655443649131966,3.29923706380962E-08,0.0255125842894072,0.00018163802090448,5931.34722222222,651223.938028169,180.364447874577,7014.62276098677,TCP,985,175971,72,71,143,5745,180665,31.8521752357483,25.7554833889008,79.7916666666667,77.5459181162941,6013.36941649899,2544.57746478873,806.63395242154,650658.333199195,0.000107765197753906,1,68,0,0,0,0,0,0,
443,0x0010,0x0018,0.046476625,0.040689926,79616,64384,5.53205099228334,7.42813964032039,0,583,0,2866,0.0264245753636364,0.00512154122222222,0.00146485648404477,0.000179013268212621,0.0373934766825227,0.0133795840074578,36268.9636363636,876573.527777778,877.081539140195,4674.7758803083,TCP,1010,5062,11,9,20,1744,5664,1.98841261863709,1.21160888671875,158.545454545455,198.162671672655,39268.4444444444,629.333333333333,935.657923602424,875455.75,0.000162363052368164,1,7,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,98,0,114,0,0,0,0,0,0,0,0,0,0,UDP,56,72,1,1,2,98,114,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,0x0010,0x0010,0.00002749,0.00000004,64128,70656,64.9882087643457,49.409430854978,0,1311,0,834,0.000348907307692308,0.0017451346,2.15797902604702E-07,3.7529578840704E-06,0.000455519465307194,0.0019372552449459,135289.525641026,42254.8380952381,14582.3542281228,8037.26741907642,TCP,2051,1442,13,15,28,2917,2440,0.200036287307739,0.303585767745972,224.384615384615,380.968731318496,145137.174242424,162.666666666667,205.302796121334,42149.2380952381,0.00414633750915527,1,4,0,0,0,0,0,0,
25,0x0002,0x0014,0,0.000096069,29200,0,0,10407.7022332506,0,74,0,54,0,0,0,0,0,0,0,0,0,562015.920595534,TCP,0,0,1,1,2,74,54,0,9.60826873779297E-05,74,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
dstPort,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,
68,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,UDP,3840,0,12,0,12,4344,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44449,0x0010,0x0010,0.000225531,0.00000005,3202,4112,0.0909136141848383,0.0903916646345109,0,2946,0,127,0.00150734962275449,0.0601043756666667,0.00011176660147564,0.624723010804326,0.0105561342797589,0.790394212279117,1478936.4856071,411.259135034904,190.902258001181,6.18570875850437,TCP,341652,1841,167,192,359,350670,13139,1836.90860271454,2124.08965778351,2099.82035928144,1209.96904007836,1464025.07794816,68.4322916666667,17.9864870440766,323.513716186736,0,0,23,0,0,0,0,0,0,
443,0x0010,0x0018,0.006208485,0.000177842,79616,64384,5.78043626890073,7.84980277100038,0,583,0,2866,0.026179267,0.000321774444444444,0.00178162083167034,6.68388796657778E-08,0.0412387932242738,0.000258532163696856,30682.9636363636,887455.25,866.539946128846,4792.74069184968,TCP,915,4893,11,9,20,1649,5495,1.90297055244446,1.14652562141418,149.909090909091,182.336227886835,33246.5,610.555555555556,941.474921481065,886375.027777778,0.000224590301513672,1,7,0,0,0,0,0,0,
443,0x0010,0x0018,0.00000005,0.000067505,534528,64384,1.88355638958124,2.40141990211839,0,583,0,2866,0.0038995891097561,0.000261136905263158,0.000273243344794539,2.55909494593241E-06,0.0165048564312601,0.00159971714560181,2714.74861589107,525405.163045913,135.914672648197,6309.41481651316,TCP,1002,243322,164,95,259,11834,249600,87.0693337917328,39.5599286556244,72.1585365853659,52.2615966372252,2731.27448307203,2627.36842105263,724.548047723715,524969.873460246,0.00020599365234375,1,160,0,0,0,0,0,0,
443,0x0010,0x0018,0.004350942,0.000015087,415744,64384,2.26044216657433,2.75669452317859,0,583,0,2866,0.00784393026388889,9.78653802816901E-05,0.000655443649131966,3.29923706380962E-08,0.0255125842894072,0.00018163802090448,5931.34722222222,651223.938028169,180.364447874577,7014.62276098677,TCP,985,175971,72,71,143,5745,180665,31.8521752357483,25.7554833889008,79.7916666666667,77.5459181162941,6013.36941649899,2544.57746478873,806.63395242154,650658.333199195,0.000107765197753906,1,68,0,0,0,0,0,0,
443,0x0010,0x0018,0.046476625,0.040689926,79616,64384,5.53205099228334,7.42813964032039,0,583,0,2866,0.0264245753636364,0.00512154122222222,0.00146485648404477,0.000179013268212621,0.0373934766825227,0.0133795840074578,36268.9636363636,876573.527777778,877.081539140195,4674.7758803083,TCP,1010,5062,11,9,20,1744,5664,1.98841261863709,1.21160888671875,158.545454545455,198.162671672655,39268.4444444444,629.333333333333,935.657923602424,875455.75,0.000162363052368164,1,7,0,0,0,0,0,0,
443,0x0010,0x0018,0.000013665,0.000160419,501,84,25.2338291696121,12.6872263752574,0,287,0,233,0.00007810325,0.0262999196666667,1.38309496527857E-08,0.00200363165554702,0.000110009458439661,0.0447619442780028,12804.25,7392.33333333333,4081.57186818476,1746.6081643271,TCP,383,215,4,3,7,647,413,0.158517360687256,0.236458301544189,161.75,93.5307436087194,8748,137.666666666667,85.9786795277372,7392.33333333333,0,0,2,0,0,0,0,0,0,
53,0,0,0,0,0,0,0,0,0,98,0,114,0,0,0,0,0,0,0,0,0,0,UDP,56,72,1,1,2,98,114,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,0x0010,0x0010,0.00002749,0.00000004,64128,70656,64.9882087643457,49.409430854978,0,1311,0,834,0.000348907307692308,0.0017451346,2.15797902604702E-07,3.7529578840704E-06,0.000455519465307194,0.0019372552449459,135289.525641026,42254.8380952381,14582.3542281228,8037.26741907642,TCP,2051,1442,13,15,28,2917,2440,0.200036287307739,0.303585767745972,224.384615384615,380.968731318496,145137.174242424,162.666666666667,205.302796121334,42149.2380952381,0.00414633750915527,1,4,0,0,0,0,0,0,
25,0x0002,0x0014,0,0.000096069,29200,0,0,10407.7022332506,0,74,0,54,0,0,0,0,0,0,0,0,0,562015.920595534,TCP,0,0,1,1,2,74,54,0,9.60826873779297E-05,74,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
dstPort,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,
44449,0x0018,0x0010,0.000106889,0.000000041,3202,4112,0.437740484143478,0.443818512720809,0,2946,0,119,0.00214617967413793,0.00356813789665653,0.000463939753575885,0.000155449624286385,0.0215299745822529,0.0124679438676305,1285261.93871419,325.644918182954,998.787179595366,29.646806851262,TCP,1292059,5116,580,658,1238,1323379,43954,1324.98597002029,1482.58799743652,2281.68793103448,1131.10322712276,1279394.51040752,66.7993920972644,15.8841659264615,252.306727179359,0,0,58,0,0,0,0,0,0,
68,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,UDP,960,0,3,0,3,1086,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35904,0x0002,0x0014,0,0.000301081,1024,0,0,3323.53724247227,0,60,0,54,0,0,0,0,0,0,0,0,0,179471.011093502,TCP,0,0,1,1,2,60,54,0,0.000300884246826172,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
dstPort,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,
44449,0x0018,0x0018,0.000036337,0.017406324,3202,4112,0.591080831278643,0.598147158880054,0,2946,0,119,0.00205570071428571,0.00281761059929701,0.000500293406856097,9.6288007281434E-05,0.0223564419835139,0.00981264527441168,1109991.22593594,256.716762791158,1407.18887362351,38.939485165615,TCP,1205233,3316,518,569,1087,1233205,37042,876.360681295395,951.270923137665,2380.70463320463,1049.58596328064,1101630.69431575,65.1001757469244,14.1066916734243,198.998749969059,0,0,41,0,0,0,0,0,0,
68,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,UDP,960,0,3,0,3,1086,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35904,0x0002,0x0014,0,0.000301081,1024,0,0,3323.53724247227,0,60,0,54,0,0,0,0,0,0,0,0,0,179471.011093502,TCP,0,0,1,1,2,60,54,0,0.000300884246826172,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
dstPort,fwd flags,bwd flags,fwd time delta,bwd time delta,fwd window size,bwd window size,fwd Packet Flow Rate/s,bwd Packet Flow Rate/s,min fwd packet length,max fwd packet length,min bwd packet length,max bwd packet length,fwd meanDelta,bwd meanDelta,fwd varianceDelta,bwd varianceDelta,fwd stdDevDelta,bwd stdDevDelta,fwd variancePayloadSize,bwd variancePayloadSize,Fwd Packet Bytes/s,Bwd Packet Bytes/s,protocol,fwd payload size,bwd payload size,fwd packetCount,bwd packetCount,packetCount,total fwd byteCount,total bwd byteCount,fwd flowDuration,bwd flowDuration,fwd meanByteSize,fwd stDevByteSize,fwd varianceByteSize,bwd meanByteSize,bwd stDevByteSize,bwd varianceByteSize,rtt,SYN-Flag count,ACK-Flag count,RST-Flag count,PSH-Flag count,FIN-Flag count,URG-Flag count,CWR-Flag count,ECE-Flag count,
53579,0x0010,0x0010,0.00000005,0.000094777,4111,3202,0.291870893451605,0.26886780656725,0,746,0,2946,0.109289289745455,0.0502841102058824,0.737579044839671,0.052655799705692,0.856870125992073,0.229468515717717,14542.8790658882,1893725.66851097,28.6776419674995,391.200022596461,TCP,4430,142841,110,102,212,10808,148409,376.878964185715,379.368587493896,98.2545454545454,119.843196624165,14362.3917770982,1454.99019607843,1375.52484669065,1892068.60386333,0,0,68,0,0,0,0,0,0,
25,0x0002,0x0014,0,0.000154148,29200,0,0,6492.7306501548,0,74,0,54,0,0,0,0,0,0,0,0,0,350607.455108359,TCP,0,0,1,1,2,74,54,0,0.000154018402099609,74,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
68,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,UDP,6660,0,21,0,21,7542,0,0,0,359.142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26000,0x0004,0x0014,0.06245265,0.000119504,1200,0,31.9630553978518,8355.18725099602,0,60,0,54,0,0,0,0,0,0,0,0,1917.78332387111,451180.111553785,TCP,0,0,2,1,3,120,54,0.0625722408294678,0.000119686126708984,60,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
443,0x0002,0x0012,0,4.160280944,5840,64240,0,0.355632107105507,0,60,0,58,0,1.79864991375,0,3.15597157175406,0,1.77650543814368,0,0,0,20.6266622121194,TCP,0,0,1,4,5,60,232,0,11.2475783824921,60,0,0,58,0,0,0.000152587890625,1,0,0,0,0,0,0,0,
443,0x0002,0x0012,0,4.160057187,29200,64240,0,0.355636539769063,0,60,0,58,0,1.79861610825,0,3.15569351704447,0,1.7764271775236,0,0,0,20.6269193066056,TCP,0,0,1,4,5,60,232,0,11.2474381923676,60,0,0,58,0,0,0.000182867050170898,1,0,0,0,0,0,0,0,
443,0x0010,0x0018,0.000024095,0.000322441,501,84,0.196440220484419,0.194940929138996,0,287,0,233,1.252946392625,0.026281871,11.720216762605,0.00160228741891524,3.3147704618785,0.0400285825244317,10975.0714285714,5913.86666666667,31.7742056633547,26.8368679114684,TCP,766,430,8,6,14,1294,826,40.7248575687408,30.7785544395447,161.75,99.0764495586255,9816.14285714286,137.666666666667,76.901668815876,5913.86666666667,0,0,4,0,0,0,0,0,0,
25,0x0002,0x0014,0,0.000223015,29200,0,0,4485.88663101604,0,74,0,54,0,0,0,0,0,0,0,0,0,242237.878074866,TCP,0,0,1,1,2,74,54,0,0.000222921371459961,74,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
25,0x0002,0x0014,0,0.000111908,29200,0,0,8924.05106382979,0,74,0,54,0,0,0,0,0,0,0,0,0,481898.757446809,TCP,0,0,1,1,2,74,54,0,0.000112056732177734,74,0,0,54,0,0,0,1,0,0,0,0,0,0,0,
